PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AC79
Station name, Montague2_AK2010
Begin Date, 2010-07-30
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, AC79.pbo.nam08.pos
Offset from source file, 93.99 mm North, -35.44 mm East, -7.68 mm Vertical
Reference position, 59.9978699330 North Latitude, -147.4030448395 East Longitude, 287.76134 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2010-07-30,0.00, 0.00, 0.00, 2.08, 1.5, 6.24, repro,
2010-07-31,0.92, -0.87, -3.04, 1.64, 1.16, 5.01, repro,
2010-08-01,0.59, 0.75, -4.49, 1.55, 1.09, 4.71, repro,
2010-08-02,0.97, 0.29, -0.24, 1.59, 1.13, 4.85, repro,
2010-08-03,-0.20, 0.67, 0.28, 2.08, 1.43, 6.26, repro,
2010-08-04,1.83, -0.77, -12.71, 2.36, 1.62, 7.3, repro,
2010-08-05,2.35, 0.57, -6.10, 1.68, 1.19, 5.19, repro,
2010-08-06,2.21, 1.10, 4.58, 1.61, 1.14, 4.93, repro,
2010-08-07,1.83, 0.30, 7.01, 1.46, 1.03, 4.49, repro,
2010-08-08,2.13, -0.85, -2.42, 1.45, 1.03, 4.46, repro,
2010-08-09,1.56, -0.06, 4.21, 1.79, 1.25, 5.48, repro,
2010-08-10,2.20, 1.00, -6.42, 1.86, 1.3, 5.69, repro,
2010-08-11,1.08, 0.79, -7.18, 1.58, 1.11, 4.83, repro,
2010-08-12,2.19, 0.23, -0.26, 1.62, 1.16, 4.95, repro,
2010-08-13,3.90, -0.63, -4.15, 1.87, 1.32, 5.76, repro,
2010-08-14,2.54, 0.71, -5.42, 1.73, 1.2, 5.3, repro,
2010-08-15,1.80, 1.02, -0.30, 1.5, 1.06, 4.65, repro,
2010-08-16,3.63, 0.57, -5.90, 2.02, 1.4, 6.22, repro,
2010-08-17,2.89, 1.70, -5.93, 2.12, 1.49, 6.5, repro,
2010-08-18,0.48, 0.44, 3.56, 1.4, 1.01, 4.33, repro,
2010-08-19,1.63, 0.27, 4.38, 1.44, 1.04, 4.44, repro,
2010-08-20,1.76, 0.22, 4.14, 1.35, 0.98, 4.15, repro,
2010-08-21,1.40, -0.25, 3.95, 1.4, 1.02, 4.34, repro,
2010-08-22,2.46, -0.70, 6.12, 1.46, 1.05, 4.5, repro,
2010-08-23,2.47, -0.54, 0.66, 1.47, 1.06, 4.54, repro,
2010-08-24,2.11, 0.06, -3.91, 1.49, 1.07, 4.57, repro,
2010-08-25,1.68, -0.53, 6.13, 1.45, 1.04, 4.46, repro,
2010-08-26,2.62, -0.41, 5.91, 1.53, 1.1, 4.69, repro,
2010-08-27,2.12, -0.60, 5.22, 1.56, 1.11, 4.79, repro,
2010-08-28,2.42, -1.04, -3.39, 1.54, 1.1, 4.75, repro,
2010-08-29,3.21, -0.45, -0.75, 1.49, 1.06, 4.59, repro,
2010-08-30,2.35, -2.09, 0.81, 1.41, 1.03, 4.33, repro,
2010-08-31,2.39, -1.73, 0.31, 1.4, 1, 4.3, repro,
2010-09-01,2.74, -0.28, 5.92, 1.58, 1.13, 4.81, repro,
2010-09-02,1.70, -1.08, 0.17, 1.57, 1.12, 4.79, repro,
2010-09-03,2.76, -1.25, -0.10, 1.42, 1.01, 4.38, repro,
2010-09-04,3.46, -1.95, 1.56, 1.49, 1.05, 4.56, repro,
2010-09-05,4.08, -0.61, 0.64, 1.45, 1.03, 4.42, repro,
2010-09-06,3.42, -0.39, 3.31, 1.47, 1.06, 4.49, repro,
2010-09-07,2.82, -1.51, 3.14, 1.99, 1.39, 6.06, repro,
2010-09-08,5.59, -0.84, -0.89, 1.53, 1.07, 4.64, repro,
2010-09-09,3.85, -0.92, 7.21, 1.39, 0.98, 4.25, repro,
2010-09-10,4.69, -1.23, 2.43, 1.36, 0.96, 4.16, repro,
2010-09-11,4.76, -1.59, -0.41, 1.33, 0.95, 4.12, repro,
2010-09-12,3.90, -1.36, 1.05, 1.35, 0.96, 4.09, repro,
2010-09-13,4.09, -1.93, -2.39, 1.34, 0.94, 4.08, repro,
2010-09-14,4.47, -2.29, 1.14, 1.33, 0.93, 4.04, repro,
2010-09-15,5.69, -2.50, 1.63, 1.34, 0.95, 4.09, repro,
2010-09-16,5.20, -2.41, 3.82, 1.33, 0.94, 4.06, repro,
2010-09-17,5.77, -2.69, 1.38, 1.41, 1, 4.3, repro,
2010-09-18,4.75, -2.83, -0.54, 1.4, 0.99, 4.26, repro,
2010-09-19,5.73, -2.81, 3.35, 1.34, 0.95, 4.1, repro,
2010-09-20,6.69, -2.42, -1.47, 1.35, 0.96, 4.15, repro,
2010-09-21,4.62, -3.04, 6.28, 1.5, 1.05, 4.55, repro,
2010-09-22,6.24, -3.87, 4.57, 1.47, 1.06, 4.5, repro,
2010-09-23,4.87, -2.51, 6.08, 1.59, 1.13, 4.91, repro,
2010-09-24,4.71, -3.39, 6.93, 1.52, 1.08, 4.67, repro,
2010-09-25,4.81, -4.15, 9.26, 1.57, 1.12, 4.77, repro,
2010-09-26,4.60, -4.13, 7.14, 1.59, 1.13, 4.86, repro,
2010-09-27,4.15, -4.79, 2.76, 1.57, 1.11, 4.79, repro,
2010-09-28,4.75, -3.98, 4.84, 1.58, 1.13, 4.81, repro,
2010-09-29,6.15, -4.14, 1.25, 1.45, 1.04, 4.46, repro,
2010-09-30,8.80, -3.12, 6.31, 1.81, 1.3, 5.56, repro,
2010-10-01,8.28, -3.97, 3.24, 1.67, 1.19, 5.14, repro,
2010-10-02,7.05, -1.95, 10.83, 1.84, 1.31, 5.67, repro,
2010-10-03,7.97, -1.05, 13.49, 1.84, 1.31, 5.64, repro,
2010-10-04,8.30, -2.64, 5.12, 1.66, 1.19, 5.09, repro,
2010-10-05,6.10, -1.33, 11.20, 1.64, 1.18, 5.04, repro,
2010-10-06,7.85, -1.99, 9.54, 1.56, 1.12, 4.77, repro,
2010-10-07,8.72, -2.51, 4.72, 1.6, 1.15, 4.92, repro,
2010-10-08,7.82, -2.01, 3.31, 1.54, 1.12, 4.75, repro,
2010-10-09,6.48, -2.29, 6.14, 1.55, 1.12, 4.77, repro,
2010-10-10,7.38, -1.83, 9.19, 1.51, 1.09, 4.67, repro,
2010-10-11,8.09, -3.45, 5.22, 1.6, 1.13, 4.82, repro,
2010-10-12,8.00, -1.68, 1.25, 1.61, 1.15, 4.93, repro,
2010-10-13,7.35, -2.98, 6.29, 1.4, 1.02, 4.34, repro,
2010-10-14,8.06, -3.18, 2.52, 1.35, 0.99, 4.13, repro,
2010-10-15,9.21, -3.38, 2.62, 1.44, 1.05, 4.41, repro,
2010-10-16,9.43, -4.36, 2.20, 1.41, 1.07, 4.35, repro,
2010-10-17,10.94, -4.86, 6.17, 1.5, 1.13, 4.63, repro,
2010-10-18,10.35, -4.17, 2.70, 1.6, 1.21, 4.94, repro,
2010-10-19,9.37, -2.55, 3.83, 1.76, 1.31, 5.41, repro,
2010-10-20,11.10, -3.55, -1.76, 1.63, 1.23, 5.02, repro,
2010-10-21,11.31, -2.43, 5.90, 1.81, 1.35, 5.59, repro,
2010-10-22,11.48, -2.59, 5.89, 1.59, 1.19, 4.95, repro,
2010-10-23,11.12, -2.87, 6.64, 1.57, 1.19, 4.89, repro,
2010-10-24,9.35, -2.97, 8.44, 1.39, 1.06, 4.35, repro,
2010-10-25,9.67, -3.37, 5.18, 1.38, 1.05, 4.32, repro,
2010-10-26,10.39, -3.22, -0.48, 1.56, 1.18, 4.85, repro,
2010-10-27,10.83, -3.63, -5.11, 1.77, 1.33, 5.52, repro,
2010-10-28,12.75, -2.80, 0.84, 1.54, 1.17, 4.81, repro,
2010-10-29,9.05, -2.05, 12.01, 1.42, 1.08, 4.46, repro,
2010-10-30,11.24, -3.12, 14.49, 1.5, 1.13, 4.59, repro,
2010-10-31,10.78, -2.65, 2.48, 1.81, 1.32, 5.54, repro,
2010-11-01,13.03, -3.28, 11.55, 1.63, 1.2, 5.03, repro,
2010-11-02,12.05, -3.55, -0.30, 1.61, 1.22, 5.02, repro,
2010-11-03,14.45, -2.88, -2.54, 1.71, 1.27, 5.32, repro,
2010-11-04,12.48, -2.66, 6.00, 1.76, 1.3, 5.41, repro,
2010-11-05,12.63, -2.54, 8.03, 1.8, 1.36, 5.58, repro,
2010-11-06,13.49, -3.33, 3.47, 1.56, 1.18, 4.86, repro,
2010-11-07,13.17, -3.94, -1.63, 1.54, 1.16, 4.81, repro,
2010-11-08,14.36, -2.98, -2.04, 1.49, 1.13, 4.66, repro,
2010-11-09,12.50, -2.92, -1.20, 1.44, 1.1, 4.51, repro,
2010-11-10,12.81, -2.82, -2.74, 1.43, 1.08, 4.48, repro,
2010-11-11,13.48, -2.09, -0.67, 1.84, 1.37, 5.76, repro,
2010-11-12,13.01, -4.57, 2.13, 1.6, 1.2, 4.99, repro,
2010-11-13,12.51, -4.83, -0.71, 1.74, 1.31, 5.41, repro,
2010-11-14,13.24, -3.76, -1.99, 1.66, 1.24, 5.15, repro,
2010-11-15,12.58, -3.85, -6.25, 1.45, 1.09, 4.53, repro,
2010-11-16,12.63, -3.62, -6.66, 1.33, 1, 4.18, repro,
2010-11-17,12.79, -2.54, -7.36, 1.62, 1.2, 5.05, repro,
2010-11-18,14.56, -6.16, -10.05, 1.46, 1.09, 4.59, repro,
2010-11-19,14.91, -4.90, -11.42, 1.4, 1.05, 4.41, repro,
2010-11-20,14.19, -5.28, -10.82, 1.43, 1.07, 4.5, repro,
2010-11-21,15.36, -5.42, -12.53, 1.46, 1.09, 4.63, repro,
2010-11-22,14.81, -5.52, -5.41, 1.57, 1.14, 4.94, repro,
2010-11-23,14.45, -5.39, -0.57, 1.73, 1.24, 5.42, repro,
2010-11-24,14.14, -5.17, 3.72, 1.83, 1.35, 5.68, repro,
2010-11-25,14.70, -4.84, 3.26, 1.36, 1.01, 4.21, repro,
2010-11-26,14.48, -4.39, 1.22, 1.37, 1.02, 4.24, repro,
2010-11-27,14.64, -5.08, 3.62, 1.34, 0.99, 4.18, repro,
2010-11-28,14.38, -4.43, 5.08, 1.32, 0.96, 4.11, repro,
2010-11-29,13.45, -4.10, 5.94, 1.39, 1.02, 4.28, repro,
2010-11-30,13.77, -3.95, 4.81, 1.66, 1.21, 5.12, repro,
2010-12-01,14.74, -6.07, -0.20, 1.41, 1.03, 4.35, repro,
2010-12-02,15.62, -6.24, -3.33, 1.25, 0.92, 3.9, repro,
2010-12-03,16.54, -7.31, -6.04, 1.43, 1.06, 4.43, repro,
2010-12-04,15.53, -5.54, -2.61, 1.63, 1.2, 5.04, repro,
2010-12-05,14.81, -7.13, -7.29, 1.52, 1.12, 4.66, repro,
2010-12-06,15.85, -9.22, -7.82, 1.5, 1.1, 4.65, repro,
2010-12-07,16.78, -6.65, -7.21, 1.31, 0.97, 4.08, repro,
2010-12-08,14.89, -5.82, -2.31, 1.53, 1.12, 4.73, repro,
2010-12-09,15.85, -7.18, 3.69, 1.34, 0.99, 4.14, repro,
2010-12-10,16.71, -7.20, -3.25, 1.49, 1.11, 4.65, repro,
2010-12-11,15.36, -8.07, -2.94, 1.42, 1.05, 4.41, repro,
2010-12-12,16.99, -7.73, -5.53, 1.47, 1.07, 4.56, repro,
2010-12-13,15.98, -6.81, -3.41, 1.33, 0.97, 4.14, repro,
2010-12-14,16.48, -6.19, 3.09, 1.42, 1.04, 4.43, repro,
2010-12-15,16.24, -5.56, -4.49, 1.38, 1, 4.26, repro,
2010-12-16,17.37, -6.71, -13.70, 1.3, 0.95, 4.03, repro,
2010-12-17,16.94, -6.54, -11.94, 1.3, 0.96, 4.01, repro,
2010-12-18,18.33, -6.83, -11.03, 1.39, 1.01, 4.28, repro,
2010-12-19,17.44, -6.64, -7.29, 1.45, 1.05, 4.44, repro,
2010-12-20,17.33, -7.30, -2.12, 1.37, 0.99, 4.23, repro,
2010-12-21,17.25, -8.28, -3.57, 1.3, 0.94, 4.03, repro,
2010-12-22,17.56, -7.11, -6.85, 1.29, 0.94, 4.01, repro,
2010-12-23,17.31, -8.02, -5.55, 1.24, 0.9, 3.86, repro,
2010-12-24,18.27, -8.58, -4.06, 1.24, 0.9, 3.85, repro,
2010-12-25,18.37, -8.82, -3.24, 1.28, 0.92, 3.95, repro,
2010-12-26,19.05, -8.71, -0.77, 1.56, 1.13, 4.79, repro,
2010-12-27,18.25, -8.56, -1.34, 1.58, 1.13, 4.83, repro,
2010-12-28,18.17, -9.16, 2.63, 1.51, 1.09, 4.65, repro,
2010-12-29,17.15, -9.47, 2.41, 1.53, 1.08, 4.71, repro,
2010-12-30,19.44, -10.30, 2.81, 1.51, 1.07, 4.63, repro,
2010-12-31,20.23, -10.73, -3.30, 1.66, 1.18, 5.13, repro,
2011-01-01,20.58, -8.38, -4.26, 1.58, 1.12, 4.87, repro,
2011-01-02,22.24, -8.23, -2.31, 1.6, 1.13, 4.92, repro,
2011-01-03,21.98, -9.26, -3.37, 1.57, 1.12, 4.89, repro,
2011-01-04,22.56, -7.58, -0.67, 1.69, 1.19, 5.16, repro,
2011-01-05,21.73, -6.91, 1.77, 1.54, 1.1, 4.76, repro,
2011-01-06,20.91, -7.27, -5.82, 1.31, 0.94, 4.08, repro,
2011-01-07,21.59, -7.42, -10.42, 1.33, 0.95, 4.12, repro,
2011-01-08,21.85, -8.27, -12.49, 1.29, 0.92, 4.03, repro,
2011-01-09,21.53, -8.44, -15.75, 1.31, 0.92, 4.06, repro,
2011-01-10,20.31, -9.30, -16.26, 1.39, 0.97, 4.27, repro,
2011-01-11,21.47, -9.51, -12.69, 1.61, 1.12, 4.89, repro,
2011-01-12,22.51, -8.99, -9.70, 1.42, 1, 4.35, repro,
2011-01-13,21.11, -8.36, -16.09, 1.41, 1, 4.34, repro,
2011-01-14,21.26, -8.70, -11.85, 1.36, 0.96, 4.18, repro,
2011-01-15,21.42, -9.22, -10.13, 1.4, 1, 4.28, repro,
2011-01-16,20.21, -9.59, -6.62, 1.37, 0.97, 4.19, repro,
2011-01-17,20.18, -10.02, -5.51, 1.34, 0.95, 4.11, repro,
2011-01-18,20.71, -9.22, -8.82, 1.37, 0.98, 4.24, repro,
2011-01-19,21.94, -9.92, -7.77, 1.33, 0.94, 4.05, repro,
2011-01-20,22.11, -10.85, -1.03, 1.35, 0.95, 4.17, repro,
2011-01-21,22.81, -11.30, 4.29, 1.53, 1.07, 4.7, repro,
2011-01-22,21.28, -11.99, 3.29, 1.44, 1.02, 4.44, repro,
2011-01-23,21.59, -10.14, 3.24, 1.52, 1.09, 4.66, repro,
2011-01-24,22.96, -9.12, -1.11, 1.59, 1.12, 4.89, repro,
2011-01-25,22.66, -10.50, -2.52, 1.59, 1.13, 4.85, repro,
2011-01-26,20.84, -10.20, -0.25, 1.51, 1.09, 4.82, repro,
2011-01-27,23.96, -13.37, -5.80, 1.41, 1.01, 4.36, repro,
2011-01-28,23.67, -12.03, -16.48, 1.4, 0.99, 4.36, repro,
2011-01-29,24.42, -12.11, -9.63, 1.37, 0.97, 4.28, repro,
2011-01-30,23.11, -10.31, -6.73, 1.45, 1.03, 4.48, repro,
2011-01-31,24.66, -11.36, -2.76, 1.62, 1.15, 5, repro,
2011-02-01,24.84, -10.93, -2.16, 1.68, 1.2, 5.16, repro,
2011-02-02,25.92, -10.82, -5.29, 1.46, 1.02, 4.52, repro,
2011-02-03,23.96, -10.33, -1.63, 1.53, 1.08, 4.74, repro,
2011-02-04,21.47, -11.38, -5.52, 1.47, 1.08, 4.6, repro,
2011-02-05,22.57, -10.71, -8.84, 1.33, 1.02, 4.19, repro,
2011-02-06,23.63, -10.25, -11.29, 1.44, 1.05, 4.48, repro,
2011-02-07,24.54, -10.74, -11.50, 1.41, 1.05, 4.41, repro,
2011-02-08,26.34, -12.88, -8.51, 1.52, 1.15, 4.71, repro,
2011-02-09,23.65, -10.20, -6.92, 1.44, 1.09, 4.54, repro,
2011-02-10,23.21, -11.36, -3.66, 1.39, 1.36, 4.4, repro,
2011-02-11,23.61, -13.64, -0.39, 1.51, 1.41, 4.77, repro,
2011-02-12,19.02, -11.01, -7.92, 1.45, 1.04, 4.46, repro,
2011-02-13,20.28, -10.33, -9.78, 1.44, 1.03, 4.45, repro,
2011-02-14,21.26, -9.85, -16.54, 1.45, 1.04, 4.48, repro,
2011-02-15,27.33, -9.03, -9.02, 1.75, 1.33, 5.52, repro,
2011-02-16,24.62, -11.22, -5.88, 1.3, 0.95, 4.13, repro,
2011-02-17,25.05, -11.90, -3.99, 1.36, 0.99, 4.24, repro,
2011-02-18,25.69, -12.64, -7.65, 1.41, 1.06, 4.44, repro,
2011-02-19,25.48, -13.62, -8.59, 1.61, 1.22, 5.03, repro,
2011-02-20,26.35, -14.08, -10.09, 1.84, 1.34, 5.75, repro,
2011-02-21,25.86, -13.74, -16.08, 1.82, 1.36, 5.66, repro,
2011-02-22,27.61, -14.35, -29.36, 1.99, 1.65, 6.21, repro,
2011-02-23,26.20, -10.97, -21.58, 1.62, 1.46, 5.08, repro,
2011-02-24,25.69, -13.43, -19.11, 1.46, 1.37, 4.63, repro,
2011-02-25,26.03, -14.44, -15.33, 1.67, 1.5, 5.26, repro,
2011-02-26,31.16, -18.01, -14.00, 2.03, 1.67, 6.36, repro,
2011-02-27,28.67, -13.33, -22.26, 1.64, 1.19, 5.07, repro,
2011-02-28,29.57, -12.80, -17.67, 1.57, 1.16, 4.85, repro,
2011-03-01,26.62, -12.62, -16.33, 1.64, 1.21, 5.06, repro,
2011-03-02,25.09, -12.58, -10.05, 1.36, 0.98, 4.23, repro,
2011-03-03,25.74, -13.38, -10.51, 1.37, 1, 4.25, repro,
2011-03-04,26.40, -13.40, -13.93, 1.34, 0.99, 4.22, repro,
2011-03-05,26.54, -13.93, -15.55, 1.35, 1.01, 4.22, repro,
2011-03-06,28.32, -14.43, -15.53, 1.42, 1.08, 4.49, repro,
2011-03-07,27.37, -13.69, -12.88, 1.34, 1.01, 4.24, repro,
2011-03-08,26.67, -13.23, -12.91, 1.27, 0.96, 4.03, repro,
2011-03-09,26.82, -13.95, -12.35, 1.37, 1.05, 4.34, repro,
2011-03-10,26.48, -13.59, -11.35, 1.43, 1.07, 4.46, repro,
2011-03-11,26.91, -13.65, -10.07, 1.43, 1.07, 4.56, repro,
2011-03-12,26.21, -14.08, -9.56, 1.24, 0.96, 3.89, repro,
2011-03-13,26.67, -14.52, -6.64, 1.54, 1.19, 4.86, repro,
2011-03-14,26.52, -14.45, -5.18, 1.28, 0.99, 4.06, repro,
2011-03-15,26.45, -14.76, -3.67, 1.25, 0.95, 3.95, repro,
2011-03-16,28.32, -17.85, -2.73, 1.43, 1.08, 4.5, repro,
2011-03-17,27.99, -15.60, -9.89, 1.38, 1.04, 4.37, repro,
2011-03-18,28.79, -15.29, -12.95, 1.3, 0.99, 4.16, repro,
2011-03-19,28.49, -15.19, -10.51, 1.29, 0.98, 4.12, repro,
2011-03-20,29.02, -15.30, -11.28, 1.27, 0.98, 4.02, repro,
2011-03-21,27.93, -16.14, -6.92, 1.39, 1.05, 4.31, repro,
2011-03-22,28.47, -15.78, -6.39, 1.37, 1.04, 4.28, repro,
2011-03-23,29.20, -15.43, -8.74, 1.48, 1.15, 4.64, repro,
2011-03-24,31.02, -16.79, -11.00, 1.46, 1.11, 4.58, repro,
2011-03-25,29.25, -16.50, -5.68, 1.39, 1.06, 4.4, repro,
2011-03-26,29.50, -16.50, -7.71, 1.42, 1.1, 4.46, repro,
2011-03-27,28.91, -15.92, -9.25, 1.44, 1.1, 4.49, repro,
2011-03-28,29.60, -16.84, -6.88, 1.44, 1.1, 4.51, repro,
2011-03-29,31.52, -16.36, -4.95, 1.46, 1.13, 4.61, repro,
2011-03-30,30.97, -18.14, 4.02, 1.41, 1.1, 4.49, repro,
2011-03-31,30.45, -16.75, -1.69, 1.36, 1.06, 4.32, repro,
2011-04-01,29.78, -16.26, -7.30, 1.37, 1.07, 4.26, repro,
2011-04-02,29.31, -15.36, -9.54, 1.38, 1.08, 4.31, repro,
2011-04-03,30.86, -16.17, -5.48, 1.44, 1.16, 4.48, repro,
2011-04-04,31.09, -17.32, -2.96, 1.43, 1.13, 4.5, repro,
2011-04-05,31.30, -14.43, -2.42, 1.53, 1.16, 4.73, repro,
2011-04-06,30.31, -15.15, -7.45, 1.55, 1.16, 4.82, repro,
2011-04-07,31.20, -14.04, -10.14, 1.47, 1.15, 4.57, repro,
2011-04-08,31.12, -14.22, -7.85, 1.49, 1.18, 4.64, repro,
2011-04-09,30.29, -15.96, -3.77, 1.36, 1.08, 4.23, repro,
2011-04-10,31.52, -16.46, -4.44, 1.36, 1.07, 4.19, repro,
2011-04-11,31.31, -16.33, -3.91, 1.43, 1.09, 4.38, repro,
2011-04-12,31.96, -16.36, -5.86, 1.53, 1.17, 4.65, repro,
2011-04-13,31.76, -15.83, -8.37, 1.36, 1.06, 4.25, repro,
2011-04-14,32.92, -17.11, -11.24, 1.46, 1.1, 4.56, repro,
2011-04-15,32.75, -16.95, -13.04, 1.34, 1.05, 4.16, repro,
2011-04-16,32.75, -16.65, -14.17, 1.31, 1.02, 4.07, repro,
2011-04-17,31.83, -16.77, -14.37, 1.35, 1.06, 4.2, repro,
2011-04-18,32.50, -16.75, -11.65, 1.41, 1.12, 4.4, repro,
2011-04-19,32.27, -17.19, -13.89, 1.32, 1.03, 4.12, repro,
2011-04-20,31.47, -16.22, -9.25, 1.35, 1.06, 4.2, repro,
2011-04-21,32.54, -16.01, -8.74, 1.4, 1.11, 4.5, repro,
2011-04-22,32.99, -16.77, -12.26, 1.46, 1.12, 4.53, repro,
2011-04-23,34.36, -16.97, -7.50, 1.44, 1.11, 4.46, repro,
2011-04-24,36.14, -17.58, -11.79, 1.38, 1.06, 4.26, repro,
2011-04-25,34.09, -14.62, -7.58, 1.32, 1.03, 4.08, repro,
2011-04-26,35.73, -14.70, -7.05, 1.37, 1.06, 4.26, repro,
2011-04-27,34.81, -15.20, -8.43, 1.31, 1.01, 4.09, repro,
2011-04-28,34.59, -14.59, -11.17, 1.33, 1.03, 4.15, repro,
2011-04-29,34.77, -15.44, -12.17, 1.4, 1.07, 4.36, repro,
2011-04-30,36.23, -16.72, -15.22, 1.4, 1.07, 4.36, repro,
2011-05-01,34.82, -14.98, -15.01, 1.36, 1.04, 4.25, repro,
2011-05-02,34.62, -15.00, -12.65, 1.35, 1.04, 4.23, repro,
2011-05-03,34.68, -15.28, -11.42, 1.37, 1.05, 4.24, repro,
2011-05-04,35.94, -15.67, -14.74, 1.34, 1.03, 4.13, repro,
2011-05-05,35.30, -14.77, -11.78, 1.32, 1.04, 4.27, repro,
2011-05-06,35.03, -14.47, -11.47, 1.38, 1.06, 4.32, repro,
2011-05-07,35.50, -14.44, -12.66, 1.34, 1.03, 4.18, repro,
2011-05-08,34.95, -14.54, -14.07, 1.37, 1.06, 4.3, repro,
2011-05-09,36.32, -14.94, -11.21, 1.32, 1.02, 4.12, repro,
2011-05-10,35.61, -14.07, -12.78, 1.42, 1.1, 4.43, repro,
2011-05-11,35.58, -14.23, -12.49, 1.46, 1.14, 4.54, repro,
2011-05-12,36.08, -13.95, -14.54, 1.34, 1.06, 4.2, repro,
2011-05-13,35.74, -15.51, -13.86, 1.35, 1.06, 4.19, repro,
2011-05-14,35.98, -14.72, -15.53, 1.51, 1.16, 4.64, repro,
2011-05-15,36.21, -14.37, -10.53, 1.74, 1.31, 5.4, repro,
2011-05-16,35.73, -14.27, -7.88, 1.44, 1.11, 4.42, repro,
2011-05-17,36.52, -15.55, -6.53, 1.63, 1.25, 5.04, repro,
2011-05-18,37.41, -16.18, -13.98, 1.52, 1.16, 4.72, repro,
2011-05-19,38.91, -16.76, -16.46, 1.48, 1.12, 4.55, repro,
2011-05-20,35.80, -13.85, -10.86, 1.56, 1.17, 4.74, repro,
2011-05-21,36.91, -14.29, -12.92, 1.55, 1.17, 4.77, repro,
2011-05-22,36.95, -14.98, -13.27, 1.56, 1.18, 4.82, repro,
2011-05-23,37.30, -14.34, -11.95, 1.51, 1.14, 4.6, repro,
2011-05-24,37.14, -14.93, -12.12, 1.52, 1.16, 4.65, repro,
2011-05-25,37.46, -14.08, -10.08, 1.51, 1.18, 4.64, repro,
2011-05-26,36.78, -15.25, -7.46, 1.47, 1.16, 4.53, repro,
2011-05-27,36.55, -15.35, -9.45, 1.35, 1.05, 4.15, repro,
2011-05-28,36.83, -14.43, -14.75, 1.63, 1.25, 4.87, repro,
2011-05-29,37.33, -14.72, -8.22, 1.44, 1.13, 4.46, repro,
2011-05-30,38.10, -15.43, -10.78, 1.37, 1.08, 4.22, repro,
2011-05-31,37.34, -15.05, -7.79, 1.62, 1.25, 4.95, repro,
2011-06-01,37.90, -15.78, -8.53, 1.43, 1.11, 4.38, repro,
2011-06-02,37.63, -15.32, -5.52, 1.38, 1.07, 4.21, repro,
2011-06-03,38.54, -14.96, -16.37, 1.56, 1.19, 4.79, repro,
2011-06-04,38.39, -15.37, -9.72, 1.51, 1.15, 4.62, repro,
2011-06-05,39.34, -14.67, -9.69, 1.5, 1.14, 4.66, repro,
2011-06-06,38.73, -15.26, -12.81, 1.41, 1.09, 4.29, repro,
2011-06-07,38.61, -15.36, -10.78, 1.7, 1.28, 5.22, repro,
2011-06-08,38.75, -14.73, -11.76, 1.5, 1.13, 4.61, repro,
2011-06-09,38.39, -15.30, -7.86, 1.45, 1.11, 4.42, repro,
2011-06-10,38.22, -15.76, -7.93, 1.46, 1.11, 4.42, repro,
2011-06-11,38.58, -16.37, -4.61, 1.42, 1.08, 4.41, repro,
2011-06-12,38.18, -15.85, -4.08, 1.36, 1.04, 4.22, repro,
2011-06-13,37.83, -15.85, -5.07, 1.33, 1.01, 4.13, repro,
2011-06-14,38.95, -15.49, -7.50, 1.36, 1.03, 4.23, repro,
2011-06-15,38.90, -16.15, -9.10, 1.35, 1.02, 4.23, repro,
2011-06-16,39.49, -16.71, -12.64, 1.44, 1.09, 4.46, repro,
2011-06-17,39.50, -16.54, -11.01, 1.4, 1.06, 4.39, repro,
2011-06-18,39.42, -16.70, -5.95, 1.47, 1.1, 4.59, repro,
2011-06-19,39.85, -16.13, -6.25, 1.37, 1.03, 4.27, repro,
2011-06-20,40.31, -16.10, -9.20, 1.42, 1.08, 4.45, repro,
2011-06-21,39.73, -16.49, -8.67, 1.31, 1, 4.1, repro,
2011-06-22,40.03, -17.63, -5.33, 1.34, 1.01, 4.21, repro,
2011-06-23,40.39, -16.33, -10.40, 1.89, 1.36, 5.87, repro,
2011-06-24,40.98, -16.85, -7.15, 1.48, 1.12, 4.66, repro,
2011-06-25,40.67, -16.00, -5.51, 1.62, 1.2, 5.04, repro,
2011-06-26,40.64, -17.66, -4.75, 1.5, 1.11, 4.7, repro,
2011-06-27,40.30, -16.85, -6.30, 1.52, 1.13, 4.75, repro,
2011-06-28,40.50, -17.41, -1.27, 1.42, 1.05, 4.46, repro,
2011-06-29,40.85, -17.40, 0.81, 1.41, 1.06, 4.44, repro,
2011-06-30,39.96, -16.94, 0.17, 1.37, 1.01, 4.29, repro,
2011-07-01,40.32, -17.49, 0.22, 1.45, 1.07, 4.52, repro,
2011-07-02,40.63, -17.56, -2.91, 1.46, 1.08, 4.53, repro,
2011-07-03,41.09, -17.35, 1.34, 1.52, 1.12, 4.7, repro,
2011-07-04,42.27, -17.27, -3.66, 1.61, 1.17, 4.95, repro,
2011-07-05,41.76, -17.92, -9.11, 1.51, 1.14, 4.73, repro,
2011-07-06,43.01, -18.45, -5.89, 1.5, 1.11, 4.72, repro,
2011-07-07,41.81, -18.24, -5.32, 1.39, 1.03, 4.4, repro,
